Name,Scientific Name,Class,Family,Lifespan (years),Top Speed (km/h),Weight (kg),Length (cm),Diet,Population Trend,Population Status,Mating Behavior,Arid Climate,Cold Climate,Polar Climate,Temperate Climate,Tropical Climate,Africa,Antarctica,Asia,Europe,North America,Oceania,South America
Spinifex Hopping Mouse,Notomys alexis,Mammalia,Muridae,2.0,41.829850746268654,0.035,10.5,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0
Spinner Dolphin,Stenella longirostris,Mammalia,Delphinidae,22.5,41.829850746268654,75.0,150.0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1
Spiny Bush Viper,Atheris hispida ,Reptilia,Viperidae,11.0,22.147727272727273,28.274673913043493,65.5,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Spiny Softshell Turtle,Apalone spinifera,Reptilia,Trionychidae,50.0,19.0,12.0,36.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Spix's Macaw,Cyanopsitta spixii,Aves,Psittacidae,33.0,66.8076923076923,0.303,56.0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1
Spotted Dove,Spilopelia chinensis,Aves,Columbidae,8.0,66.8076923076923,0.16,30.0,2,3,1,0,0,0,0,1,1,1,0,1,0,1,1,0
Spotted Eagle-Owl,Bubo africanus,Aves,Strigidae,15.0,66.8076923076923,0.68,45.0,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,0
Spotted Ground Squirrel,Xerospermophilus spilosoma,Mammalia,Sciuridae,2.5,41.829850746268654,0.18,21.9,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Spotted Hyena,Crocuta crocuta,Mammalia,Hyaenidae,30.0,60.0,52.0,130.5,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Spotted-Necked Otter,Hydrictis maculicollis,Mammalia,Mustelidae,20.0,41.829850746268654,4.5,66.5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Spotted Owl,Strix occidentalis,Aves,Strigidae,18.5,66.8076923076923,0.6,43.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Spotted Sandpiper,Actitis macularius,Aves,Scolopacidae,12.0,66.8076923076923,0.042,19.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
Spotted Seal,Phoca largha,Mammalia,Phocidae,35.0,41.829850746268654,95.0,150.0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
Spotted Towhee,Pipilo maculatus,Aves,Passerellidae,11.0,66.8076923076923,0.040999999999999995,19.0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Spotted Turtle,Clemmys guttata,Reptilia,Emydidae,38.0,22.147727272727273,28.274673913043493,7.5,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0
Sprague's Pipit,Anthus spragueii,Aves,Motacillidae,19.28736842105263,66.8076923076923,0.024,12.5,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Springbok,Antidorcas marsupialis,Mammalia,Bovidae,10.0,88.0,39.0,135.0,0,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Squirrel Glider,Petaurus norfolcensis,Mammalia,Petauridae,4.5,41.829850746268654,0.245,20.5,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
Sri Lankan Elephant,Elephas maximus maximus,Mammalia,Elephantidae,62.5,43.0,3500.0,114.29540507859738,2,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Star-Nosed Mole,Condylura cristata,Mammalia,Talpidae,3.0,8.0,0.055,17.5,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Steenbok,Raphicerus campestris,Mammalia,Bovidae,8.0,41.829850746268654,11.5,82.5,2,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0
Steller Sea Lion,Eumetopias jubatus,Mammalia,Otariidae,25.0,40.0,120.5,250.0,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0
Steller's Jay,Cyanocitta stelleri,Aves,Corvidae,16.0,66.8076923076923,0.12,32.0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Straw-Coloured Fruit Bat,Eidolon helvum,Mammalia,Pteropodidae,18.5,41.829850746268654,0.285,18.5,2,1,1,2,0,0,0,1,1,1,0,1,0,0,0,0
Striped Dolphin,Stenella coeruleoalba,Mammalia,Delphinidae,57.5,15.0,155.0,200.0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
Striped Field Mouse,Apodemus agrarius,Mammalia,Muridae,2.5,41.829850746268654,718.2787728894176,12.6,0,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0
Striped Ground Squirrel,Xerus erythropus,Mammalia,Sciuridae,4.0,13.0,0.5,25.5,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Striped Hyena,Hyaena hyaena,Mammalia,Hyaenidae,17.5,50.0,38.5,107.5,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
Striped Owl,Asio clamator,Aves,Strigidae,15.0,66.8076923076923,0.433,34.0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Striped Polecat,Ictonyx striatus,Mammalia,Mustelidae,13.5,41.829850746268654,0.5,65.0,1,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0
Striped Possum,Dactylopsila trivirgata,Mammalia,Petauridae,7.0,41.829850746268654,0.40700000000000003,26.3,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0
Striped Skunk,Mephitis mephitis,Mammalia,Mephitidae,5.5,16.0,3.0,60.5,1,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Stump-Tailed Macaque,Macaca arctoides,Mammalia,Cercopithecidae,18.121026894865526,41.829850746268654,8.5,56.5,2,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0
Subantarctic Fur Seal,Arctocephalus tropicalis,Mammalia,Otariidae,22.5,41.829850746268654,105.0,150.0,1,2,1,1,0,0,0,1,0,1,1,0,0,0,1,1
Sugar Glider,Petaurus breviceps,Mammalia,Petauridae,9.0,41.829850746268654,0.13,27.0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,1,0
Sulphur-Crested Cockatoo,Cacatua galerita,Aves,Cacatuidae,70.0,70.0,0.8,49.5,2,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
Sumatran Elephant,Elephas maximus sumatranus,Mammalia,Elephantidae,70.0,43.0,3000.0,114.29540507859738,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Sumatran Orangutan,Pongo abelii,Mammalia,Hominidae,42.5,6.0,67.5,100.0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Sumatran Rhinoceros,Dicerorhinus sumatrensis,Mammalia,Rhinocerotidae,37.5,42.0,250.5,250.0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Sun Bear,Helarctos malayanus,Mammalia,Ursidae,30.0,48.0,53.5,135.0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Sunda Clouded Leopard,Neofelis diardi,Mammalia,Felidae,13.0,41.829850746268654,19.0,87.0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Sunda Flying Lemur,Galeopterus variegatus,Mammalia,Cynocephalidae,17.0,41.829850746268654,0.5,37.5,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Sunda Pangolin,Manis javanica,Mammalia,Manidae,18.121026894865526,41.829850746268654,10.0,52.5,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Superb Fairy-Wren,Malurus cyaneus,Aves,Maluridae,5.5,66.8076923076923,0.011000000000000001,15.0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Swainson's Hawk,Buteo swainsoni,Aves,Accipitridae,17.5,66.8076923076923,0.5,49.5,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Swallow-Tailed Kite,Elanoides forficatus,Aves,Accipitridae,6.0,66.8076923076923,0.455,59.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Swamp Rabbit,Sylvilagus aquaticus,Mammalia,Leporidae,5.0,41.829850746268654,1.5,50.0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Swamp Wallaby,Wallabia bicolor,Mammalia,Macropodidae,15.0,41.829850746268654,15.0,73.0,2,3,1,1,1,0,0,1,1,0,0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,Anatidae,10.0,66.8076923076923,2.5,87.5,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Swift Fox,Vulpes velox,Mammalia,Canidae,8.5,55.0,2.5,79.0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Syrian Hamster,Mesocricetus auratus,Mammalia,Cricetidae,3.0,6.0,0.113,15.5,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0
Tailless Tenrec,Tenrec ecaudatus,Mammalia,Tenrecidae,5.5,41.829850746268654,1.5,32.5,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Takin,Budorcas taxicolor,Mammalia,Bovidae,18.0,41.829850746268654,300.0,190.0,2,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0
Tamaraw,Bubalus mindorensis,Mammalia,Bovidae,22.5,41.829850746268654,240.0,200.0,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Tammar Wallaby,Macropus eugenii,Mammalia,Macropodidae,12.0,48.0,8.0,60.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Tapanuli Orangutan,Pongo tapanuliensis,Mammalia,Hominidae,30.0,41.829850746268654,65.0,114.29540507859738,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Tasmanian Devil,Sarcophilus harrisii,Mammalia,Dasyuridae,6.5,24.0,8.0,66.0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0
Tasmanian Pademelon,Thylogale billardierii,Mammalia,Macropodidae,5.5,41.829850746268654,8.0,100.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Tawny Frogmouth,Podargus strigoides,Aves,Podargidae,12.0,66.8076923076923,0.425,43.5,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Tawny Owl,Strix aluco,Aves,Strigidae,15.5,80.0,0.593,41.0,1,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0
Tayra,Eira barbara,Mammalia,Mustelidae,18.0,41.829850746268654,4.5,63.5,1,1,1,2,0,0,0,1,1,0,0,0,0,1,0,1
Texas Horned Lizard,Phrynosoma cornutum,Reptilia,Phrynosomatidae,7.0,22.147727272727273,0.057999999999999996,9.15,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Texas Spiny Lizard,Sceloporus olivaceus,Reptilia,Phrynosomatidae,7.0,22.147727272727273,28.274673913043493,23.5,1,2,1,2,0,0,0,1,1,0,0,0,0,1,0,0
Texas Tortoise,Gopherus berlandieri,Reptilia,Testudinidae,60.0,8.0,28.274673913043493,23.0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0
Thick-Billed Parrot,Rhynchopsitta pachyrhyncha,Aves,Psittacidae,40.0,50.0,0.344,49.30568669527897,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Thinhorn Sheep,Ovis dalli,Mammalia,Bovidae,16.0,41.829850746268654,64.0,154.0,2,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0
Thirteen-Lined Ground Squirrel,Ictidomys tridecemlineatus,Mammalia,Sciuridae,7.0,13.0,0.125,26.25,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Thomson's Gazelle,Eudorcas thomsonii,Mammalia,Bovidae,15.0,65.0,25.0,100.0,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Thorny Devil,Moloch horridus,Reptilia,Agamidae,17.5,60.0,0.043,21.0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0
Tibetan Antelope,Pantholops hodgsonii,Mammalia,Bovidae,9.0,80.0,32.5,114.29540507859738,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Tibetan Fox,Vulpes ferrilata,Mammalia,Canidae,9.0,41.829850746268654,4.5,65.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Tiger,Panthera tigris,Mammalia,Felidae,12.5,96.0,185.5,295.0,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Tiger Quoll,Dasyurus maculatus,Mammalia,Dasyuridae,3.5,24.0,4.0,91.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Tiger Snake,Notechis scutatus,Reptilia,Elapidae,12.5,22.147727272727273,28.274673913043493,100.0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0
Timber Rattlesnake,Crotalus horridus,Reptilia,Viperidae,33.5,22.147727272727273,0.251,121.5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Toco Toucan,Ramphastos toco,Aves,Ramphastidae,22.0,64.0,0.688,60.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Tokay Gecko,Gekko gecko,Reptilia,Gekkonidae,15.0,22.147727272727273,0.275,27.5,1,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0
Tomistoma,Tomistoma schlegelii,Reptilia,Gavialidae,70.0,22.147727272727273,151.5,450.0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Tonkean Macaque,Macaca tonkeana,Mammalia,Cercopithecidae,28.0,41.829850746268654,9.0,58.75,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Tonkin Snub-Nosed Monkey,Rhinopithecus avunculus,Mammalia,Cercopithecidae,24.5,41.829850746268654,11.0,58.0,2,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Toque Macaque,Macaca sinica,Mammalia,Cercopithecidae,32.5,41.829850746268654,5.0,48.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Townsend's Chipmunk,Neotamias townsendii,Mammalia,Sciuridae,4.5,41.829850746268654,0.08900000000000001,30.0,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Tree Pangolin,Phataginus tricuspis,Mammalia,Manidae,13.0,5.0,1.5,59.0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Tree Swallow,Tachycineta bicolor,Aves,Hirundinidae,11.5,69.0,0.021,13.0,1,2,1,0,0,0,1,1,1,0,0,0,0,1,0,1
Tricolored Heron,Egretta tricolor,Aves,Ardeidae,17.0,66.8076923076923,0.374,66.0,1,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1
Trumpeter Swan,Cygnus buccinator,Aves,Anatidae,28.5,135.0,10.0,151.5,2,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0
Tucuxi,Sotalia fluviatilis,Mammalia,Delphinidae,35.0,41.829850746268654,37.5,150.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Tufted Deer,Elaphodus cephalophus,Mammalia,Cervidae,9.5,70.0,33.5,135.0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Tufted Duck,Aythya fuligula,Aves,Anatidae,4.0,66.8076923076923,0.281,43.5,0,2,1,0,0,1,0,1,1,1,0,1,1,1,0,0
Tufted Gray Langur,Semnopithecus priam,Mammalia,Cercopithecidae,18.121026894865526,41.829850746268654,15.5,67.5,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Tufted Puffin,Fratercula cirrhata,Aves,Alcidae,20.0,64.0,0.77,38.0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0
Tufted Titmouse,Baeolophus bicolor,Aves,Paridae,7.5,66.8076923076923,0.022000000000000002,15.0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Tui,Prosthemadera novaeseelandiae,Aves,Meliphagidae,12.0,66.8076923076923,0.10400000000000001,29.5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Tundra Swan,Cygnus columbianus,Aves,Anatidae,25.0,135.0,6.0,132.5,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0
Turkey Vulture,Cathartes aura,Aves,Cathartidae,16.0,48.0,1.0,71.5,1,2,1,0,1,0,0,1,1,0,1,0,0,1,0,1
Turquoise-Browed Motmot ,Eumomota superciliosa,Aves,Momotidae,16.0,66.8076923076923,0.065,34.0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Uinta Chipmunk,Neotamias umbrinus,Mammalia,Sciuridae,2.0,41.829850746268654,0.062,22.0,2,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Uinta Ground Squirrel,Urocitellus armatus,Mammalia,Sciuridae,7.0,41.829850746268654,0.354,29.0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Ural Owl,Strix uralensis,Aves,Strigidae,24.0,66.8076923076923,0.226,56.0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0
Urial,Ovis orientalis,Mammalia,Bovidae,10.0,41.829850746268654,90.0,114.29540507859738,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0
Utah Prairie Dog,Cynomys parvidens,Mammalia,Sciuridae,8.0,41.829850746268654,0.17800000000000002,33.0,2,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0
Vaquita,Phocoena sinus,Mammalia,Phocoenidae,20.0,41.829850746268654,47.5,138.0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Variegated Squirrel,Sciurus variegatoides,Mammalia,Sciuridae,15.5,41.829850746268654,0.5,26.0,2,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0
Veiled Chameleon,Chamaeleo calyptratus,Reptilia,Chamaeleonidae,6.5,22.147727272727273,0.145,48.0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Vermilion Flycatcher,Pyrocephalus obscurus,Aves,Tyrannidae,5.0,66.8076923076923,0.013000000000000001,13.5,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Verreaux's Sifaka,Propithecus verreauxi,Mammalia,Indriidae,20.5,41.829850746268654,3.0,43.5,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0
Vervet Monkey,Chlorocebus pygerythrus,Mammalia,Cercopithecidae,18.0,45.0,5.5,45.0,2,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Victoria Crowned Pigeon,Goura victoria,Aves,Columbidae,22.5,66.8076923076923,3.0,74.0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Vicuna,Vicugna vicugna,Mammalia,Camelidae,22.5,45.0,50.0,100.0,2,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Virginia Opossum,Didelphis virginiana,Mammalia,Didelphidae,3.0,7.0,3.0,64.5,1,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Virginia Rail,Rallus limicola,Aves,Rallidae,19.28736842105263,66.8076923076923,0.08,23.5,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Visayan Warty Pig,Sus cebifrons,Mammalia,Suidae,12.5,41.829850746268654,50.0,100.0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Viviparous Lizard,Zootoca vivipara,Reptilia,Lacertidae,5.5,22.147727272727273,28.274673913043493,12.0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Wahlberg's Epauletted Fruit Bat,Epomophorus wahlbergi,Mammalia,Pteropodidae,10.0,41.829850746268654,0.08900000000000001,18.75,2,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Walrus,Odobenus rosmarus,Mammalia,Odobenidae,35.0,35.0,425.5,295.0,1,0,2,1,0,1,1,0,0,0,0,1,1,1,0,0
Wandering Albatross,Diomedea exulans,Aves,Diomedeidae,19.28736842105263,127.0,8.5,121.0,1,1,2,0,0,1,1,1,0,1,1,1,1,1,1,1
Warbling White-Eye,Zosterops japonicus,Aves,Zosteropidae,5.0,66.8076923076923,0.011000000000000001,10.5,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
Waterbuck,Kobus ellipsiprymnus,Mammalia,Bovidae,24.0,41.829850746268654,211.5,206.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Water Buffalo,Bubalus bubalis,Mammalia,Bovidae,27.0,41.829850746268654,425.0,270.0,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
Water Deer,Hydropotes inermis,Mammalia,Cervidae,12.0,41.829850746268654,11.5,87.5,0,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0
Water Moccasin,Agkistrodon piscivorus,Reptilia,Viperidae,24.0,22.147727272727273,0.391,77.5,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Water Opossum,Chironectes minimus,Mammalia,Didelphidae,2.0,41.829850746268654,0.6970000000000001,29.5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Wattled Crane,Grus carunculata,Aves,Gruidae,25.0,66.8076923076923,7.5,120.0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0
Waved Albatross,Phoebastria irrorata,Aves,Diomedeidae,42.5,66.8076923076923,3.0,85.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Weddell Seal,Leptonychotes weddellii,Mammalia,Phocidae,30.0,10.0,500.0,250.0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
Wedge-Tailed Eagle,Aquila audax,Aves,Accipitridae,30.0,66.8076923076923,3.5,93.5,1,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0
West African Crocodile,Crocodylus suchus,Reptilia,Crocodylidae,45.0,32.0,28.274673913043493,150.0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Western Bluebird,Sialia mexicana,Aves,Turdidae,4.0,66.8076923076923,0.027000000000000003,17.5,1,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0
Western Diamondback Rattlesnake,Crotalus atrox,Reptilia,Viperidae,17.5,22.147727272727273,1.5,104.66383928571429,1,2,1,2,1,0,0,1,1,0,0,0,0,1,0,0
Western Fence Lizard,Sceloporus occidentalis,Reptilia,Phrynosomatidae,6.0,22.147727272727273,28.274673913043493,21.0,1,2,1,2,0,0,0,1,1,0,0,0,0,1,0,0
Western Gorilla,Gorilla gorilla,Mammalia,Hominidae,42.5,40.0,118.5,114.29540507859738,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Western Gray Squirrel,Sciurus griseus,Mammalia,Sciuridae,7.5,20.0,0.5,52.5,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Grebe,Aechmophorus occidentalis,Aves,Podicipedidae,14.0,66.8076923076923,0.39899999999999997,65.0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Western Green Mamba,Dendroaspis viridis,Reptilia,Elapidae,18.0,22.147727272727273,28.274673913043493,150.0,1,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Western Grey Kangaroo,Macropus fuliginosus,Mammalia,Macropodidae,15.0,64.0,41.0,55.0,2,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Western Gull,Larus occidentalis,Aves,Laridae,20.0,66.8076923076923,0.401,61.5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Western Hognose Snake,Heterodon nasicus,Reptilia,Colubridae,14.5,22.147727272727273,0.215,44.5,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Western Pond Turtle,Actinemys marmorata,Reptilia,Emydidae,50.0,22.147727272727273,0.779,16.0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Pygmy Possum,Cercartetus concinnus,Mammalia,Burramyidae,2.0,41.829850746268654,0.015,6.0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0
Western Quoll,Dasyurus geoffroii,Mammalia,Dasyuridae,3.5,41.829850746268654,0.5,41.0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0
Western Rat Snake,Pantherophis obsoletus,Reptilia,Colubridae,12.5,22.147727272727273,1.0,144.5,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Rattlesnake,Crotalus oreganus,Reptilia,Viperidae,17.5,22.147727272727273,28.274673913043493,100.0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Screech Owl,Megascops kennicottii,Aves,Strigidae,13.0,66.8076923076923,0.203,22.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Western Scrub-Jay,Aphelocoma californica,Aves,Corvidae,14.0,66.8076923076923,0.08,29.0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Western Skink,Plestiodon skiltonianus,Reptilia,Scincidae,10.0,22.147727272727273,28.274673913043493,15.5,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Spotted Skunk,Spilogale gracilis,Mammalia,Mephitidae,10.0,41.829850746268654,0.48,40.0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Western Terrestrial Garter Snake,Thamnophis elegans,Reptilia,Colubridae,7.0,22.147727272727273,0.15,75.0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
West Indian Manatee,Trichechus manatus,Mammalia,Trichechidae,44.0,22.0,400.0,300.0,2,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1
Whiskered Screech Owl,Megascops trichopsis,Aves,Strigidae,13.0,66.8076923076923,0.091,18.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
White-Backed Vulture,Gyps africanus,Aves,Accipitridae,19.0,48.0,5.5,88.0,1,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0
White-Beaked Dolphin,Lagenorhynchus albirostris,Mammalia,Delphinidae,40.0,45.0,267.0,250.0,1,0,1,2,0,1,0,1,0,0,0,1,1,1,0,0
White-Bellied Sea Eagle,Haliaeetus leucogaster,Aves,Accipitridae,30.0,66.8076923076923,2.5,78.0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
White-Cheeked Gibbon,Genus Nomascus,Mammalia,Hylobatidae,30.0,56.0,8.5,54.0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0
White-Cheeked Spider Monkey,Ateles marginatus,Mammalia,Atelidae,20.0,41.829850746268654,5.0,42.5,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
White Cockatoo,Cacatua alba,Aves,Cacatuidae,35.0,66.8076923076923,0.6,46.0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
White-Crowned Sparrow,Zonotrichia leucophrys,Aves,Passerellidae,13.0,66.8076923076923,0.026000000000000002,18.0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0
White-Faced Heron,Egretta novaehollandiae,Aves,Ardeidae,17.5,66.8076923076923,0.525,62.0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
White-Faced Saki,Pithecia pithecia,Mammalia,Pitheciidae,25.5,41.829850746268654,1.5,35.5,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
White-Footed Mouse,Peromyscus leucopus,Mammalia,Cricetidae,2.0,41.829850746268654,0.025,9.5,0,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0
White-Fronted Brown Lemur,Eulemur albifrons,Mammalia,Lemuridae,28.0,41.829850746268654,2.0,40.0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
White-Fronted Capuchin,Cebus albifrons,Mammalia,Cebidae,27.5,41.829850746268654,2.5,40.0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
White Hawk,Leucopternis albicollis,Aves,Accipitridae,20.0,66.8076923076923,0.7240000000000001,49.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
White-Headed Capuchin,Cebus capucinus,Mammalia,Cebidae,42.5,56.0,3.0,39.4,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
White-Headed Woodpecker,Leuconotopicus albolarvatus,Aves,Picidae,6.5,66.8076923076923,0.06,22.0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
